"s","A1","A2","A3","A4","B1","B2","B3","B4"
0.19896753472735357,0.33857727910073315,0,0,0.9409385878349045,-0.5627663290182335,0.2870462498478547,0,-0.775176437575101
0.20420352248333656,0.3429417288243535,0,0,0.9393566791325666,-0.5609895080645448,0.28644630311886826,0,-0.7766848056135985
0.20943951023931953,0.3471671775759593,0,0,0.9378032580525312,-0.5592127126431763,0.28585292864985573,0,-0.7781832979450028
0.21467549799530253,0.3512581450414969,0,0,0.9362786527215105,-0.5574359616157047,0.2852661002727048,0,-0.7796719827804367
0.21991148575128555,0.35521896252755175,0,0,0.9347831238639527,-0.5556592677807084,0.2846857895323166,0,-0.7811509325141772
0.22514747350726852,0.359053780489225,0,0,0.9333168715481336,-0.5538826385494181,0.2841119660128578,0,-0.7826202230212579
0.2303834612632515,0.36276657581909794,0,0,0.9318800413510778,-0.5521060765305694,0.2835445976187607,0,-0.7840799330548106
0.23561944901923448,0.3663611588910358,0,0,0.9304727299905233,-0.5503295800385133,0.28298365081750027,0,-0.7855301437275547
0.24085543677521745,0.3698411803552615,0,0,0.9290949904683735,-0.5485531435362041,0.28242909084995277,0,-0.7869709380645626
0.24609142453120048,0.3732101376833809,0,0,0.9277468367665566,-0.5467767580227051,0.28188088191315414,0,-0.7884024006166157
0.25132741228718347,0.3764713814638995,0,0,0.9264282481329373,-0.5450004113732532,0.28133898731947665,0,-0.7898246171252427
0.2565634000431664,0.3796281214503107,0,0,0.9251391729918846,-0.5432240886386093,0.2808033696355834,0,-0.7912376742319936
0.2617993877991494,0.38268343236508984,0,0,0.9238795325112867,-0.5414477723093492,0.2802739908039857,0,-0.7926416592256872
0.26703537555513246,0.3856402594639364,0,0,0.9226492238551918,-0.5396714425498673,0.27975081224958687,0,-0.7940366598223545
0.2722713633111154,0.38850142386541753,0,0,0.9214481231488527,-0.5378950774061254,0.27923379497322537,0,-0.7954227639734163
0.2775073510670984,0.39126962765178497,0,0,0.9202760881807337,-0.5361186529905836,0.2787228996339326,0,-0.7968000596983003
0.2827433388230814,0.39394745874722065,0,0,0.919132960863991,-0.5343421436472323,0.2782180866213635,0,-0.7981686349382742
0.28797932657906433,0.3965373955801091,0,0,0.9180185694780603,-0.532565522099228,0.2777193161196451,0,-0.799528577428733
0.2932153143350474,0.3990418115361786,0,0,0.9169327307092515,-0.5307887595812764,0.27722654816371617,0,-0.8008799745875788
0.2984513020910303,0.40146297920949736,0,0,0.9158752515076684,-0.529011825958608,0.2767397426890738,0,-0.8022229134176638
0.3036872898470133,0.4038030744583877,0,0,0.9148459307762995,-0.527234689834139,0.2762588595757226,0,-0.8035574804215441
0.3089232776029963,0.4060641802733273,0,0,0.9138445609068048,-0.5254573186451941,0.2757838586870104,0,-0.8048837615270331
0.3141592653589793,0.4082482904638631,0,0,0.9128709291752769,-0.5236796787509853,0.27531469990394614,0,-0.8062018420222473
0.3193952531149623,0.4103573131714785,0,0,0.9119248190101447,-0.5219017355118892,0.274851343155516,0,-0.8075118064990051
0.3246312408709453,0.41239307421523125,0,0,0.9110060111433462,-0.5201234533614245,0.2743937484454478,0,-0.8088137388035901
0.32986722862692824,0.41435732027682826,0,0,0.9101142846549581,-0.5183447958717274,0.2739418758758175,0,-0.810107721994017
0.3351032163829113,0.4162517219316352,0,0,0.9092494179205992,-0.5165657258132137,0.2734956856678411,0,-0.8113938383030432
0.3403392041388943,0.41807787653192596,0,0,0.9084111894701407,-0.514786205209043,0.2730551381801543,0,-0.81267216910627
0.34557519189487723,0.4198373109484755,0,0,0.9075993787655172,-0.5130061953849159,0.2726201939248447,0,-0.8139427948947479
0.3508111796508602,0.4215314841763901,0,0,0.9068137669047871,-0.5112256570146837,0.27219081358147096,0,-0.8152057952515807
0.3560471674068432,0.42316178981084607,0,0,0.9060541372589617,-0.5094445501621844,0.27176695800927453,0,-0.8164612488320772
0.3612831551628262,0.42472955839819276,0,0,0.9053202760475854,-0.5076628343196781,0.2713485882577665,0,-0.8177092333470549
0.3665191429188092,0.42623605966764533,0,0,0.9046119728585287,-0.5058804684432125,0.2709356655758511,0,-0.8189498255489445
0.37175513067479216,0.4276825046485727,0,0,0.903929021116992,-0.5040974109852078,0.2705281514196295,0,-0.8201831012203852
0.37699111843077515,0.42907004767816304,0,0,0.9032712185082943,-0.5023136199245246,0.2701260074590105,0,-0.8214091351650376
0.3822271061867582,0.43039978830402825,0,0,0.9026383673586271,-0.5005290527942489,0.2697291955832421,0,-0.8226280012003658
0.38746309394274114,0.4316727730860923,0,0,0.902030274977599,-0.49874366670739917,0.2693376779054658,0,-0.8238397721521765
